category,file,source_page,author,license
crossing_gate,crossing_gate_level-crossing-barrier-upgrade-dn.jpg,https://commons.wikimedia.org/wiki/File:Level_crossing_barrier_upgrade_DN.jpg,"Level_crossing_with_barriers,_upgraded_fence_DN.JPG : Dragfyre Level_crossing_with_barriers.JPG : Dragfyre derivative work: Dragfyre ( talk )",CC BY-SA 3.0
crossing_gate,crossing_gate_level-crossing-barrier-watlington-on-velvia.jpg,"https://commons.wikimedia.org/wiki/File:Level_crossing_barrier,_Watlington,_on_Velvia.jpg",Lewis Collard,Attribution
crossing_gate,crossing_gate_level-crossing-north-of-beverley-station-geograph-org-uk-538.jpg,https://commons.wikimedia.org/wiki/File:Level_crossing_north_of_Beverley_Station_-_geograph.org.uk_-_5384283.jpg,N Chadwick,CC BY-SA 2.0
crossing_gate,crossing_gate_level-crossing-on-bedfont-lane-feltham-geograph-org-uk-63222.jpg,"https://commons.wikimedia.org/wiki/File:Level_crossing_on_Bedfont_Lane,_Feltham_-_geograph.org.uk_-_6322254.jpg",habiloid,CC BY-SA 2.0
crossing_gate,crossing_gate_level-crossing-on-station-road-geograph-org-uk-1323706.jpg,https://commons.wikimedia.org/wiki/File:Level_crossing_on_Station_Road_-_geograph.org.uk_-_1323706.jpg,Evelyn Simak,CC BY-SA 2.0
crossing_gate,crossing_gate_level-crossing-on-the-olympic-highway-in-junee.jpg,https://commons.wikimedia.org/wiki/File:Level_crossing_on_the_Olympic_Highway_in_Junee.jpg,Bidgee,CC BY-SA 3.0 au
crossing_gate,crossing_gate_level-crossing-on-the-weardale-railway-geograph-org-uk-72890.jpg,https://commons.wikimedia.org/wiki/File:Level_Crossing_on_the_Weardale_Railway_-_geograph.org.uk_-_7289046.jpg,Des Blenkinsopp,CC BY-SA 2.0
crossing_gate,crossing_gate_level-crossing-seaward-way-minehead-geograph-org-uk-4087075.jpg,"https://commons.wikimedia.org/wiki/File:Level_crossing,_Seaward_Way,_Minehead_-_geograph.org.uk_-_4087075.jpg",Christine Johnstone,CC BY-SA 2.0
crossing_gate,crossing_gate_level-crossing-without-barrier-geograph-org-uk-1423425.jpg,https://commons.wikimedia.org/wiki/File:Level_crossing_without_barrier._-_geograph.org.uk_-_1423425.jpg,ROWLAND TURNER,CC BY-SA 2.0
crossing_gate,crossing_gate_newly-rebuilt-nash-road-grade-crossing-in-new-bedford-march-.jpg,"https://commons.wikimedia.org/wiki/File:Newly_rebuilt_Nash_Road_grade_crossing_in_New_Bedford,_March_2016.jpg",MassDOT,Public domain
crossing_gate,crossing_gate_piraeus-perama-level-crossing-sign.png,https://commons.wikimedia.org/wiki/File:Piraeus-Perama_level_crossing_sign.png,Hellenic Electric Railways,Public domain
crossing_gate,crossing_gate_railroad-crossing-signal-in-the-town-of-holly-near-the-kansa.jpg,"https://commons.wikimedia.org/wiki/File:Railroad_crossing_signal_in_the_town_of_Holly,_near_the_Kansas_line_in_Prowers_County,_Colorado_LCCN2015632179.tif",Carol M. Highsmith,Public domain
crossing_gate,crossing_gate_railroad-crossing-west-acton-ma.jpg,"https://commons.wikimedia.org/wiki/File:Railroad_crossing,_West_Acton,_MA.jpg",User:Schzmo,Public domain
crossing_gate,crossing_gate_railroad-structures-and-estimates-1918-14759122812.jpg,https://commons.wikimedia.org/wiki/File:Railroad_structures_and_estimates_(1918)_(14759122812).jpg,"Orrock, John Wilson, 1870-",No restrictions
crossing_gate,crossing_gate_railway-line-at-palgrave-level-crossing-geograph-org-uk-4265.jpg,https://commons.wikimedia.org/wiki/File:Railway_Line_at_Palgrave_Level_Crossing_-_geograph.org.uk_-_4265708.jpg,Geographer,CC BY-SA 2.0
crossing_gate,crossing_gate_railway-signal-route-10-level-crossing-barriers-2020-nyerges.jpg,"https://commons.wikimedia.org/wiki/File:Railway_signal,_Route_10_level_crossing_barriers,_2020_Nyerges%C3%BAjfalu.jpg",Globetrotter19,CC BY-SA 3.0
crossing_gate,crossing_gate_railway-station-level-crossing-barriers-2020-p-pa.jpg,"https://commons.wikimedia.org/wiki/File:Railway_station,_level_crossing_barriers,_2020_P%C3%A1pa.jpg",Globetrotter19,CC BY-SA 3.0
crossing_gate,crossing_gate_railway-train-at-level-crossing-geograph-org-uk-6170035.jpg,https://commons.wikimedia.org/wiki/File:Railway_train_at_level_crossing_-_geograph.org.uk_-_6170035.jpg,Alan Hughes,CC BY-SA 2.0
crossing_gate,crossing_gate_rhoose-level-crossing-barriers-down-geograph-org-uk-2455663.jpg,https://commons.wikimedia.org/wiki/File:Rhoose_level_crossing_-_barriers_down_-_geograph.org.uk_-_2455663.jpg,Jaggery,CC BY-SA 2.0
crossing_gate,crossing_gate_rhoose-level-crossing-barriers-up-geograph-org-uk-2455655.jpg,https://commons.wikimedia.org/wiki/File:Rhoose_level_crossing_-_barriers_up_-_geograph.org.uk_-_2455655.jpg,Jaggery,CC BY-SA 2.0
crossing_gate,crossing_gate_sanford-sunrail-station-north-pedestrian-level-crossing-frei.jpg,https://commons.wikimedia.org/wiki/File:Sanford_SunRail_Station;_North_Pedestrian_Level_Crossing_@_Freight_Line-1.jpg,DanTD,CC BY-SA 4.0
crossing_gate,crossing_gate_sanford-sunrail-station-south-pedestrian-level-crossing-frei.jpg,https://commons.wikimedia.org/wiki/File:Sanford_SunRail_Station;_South_Pedestrian_Level_Crossing_@_Freight_Line.jpg,DanTD,CC BY-SA 4.0
crossing_gate,crossing_gate_scremerston-level-crossing-geograph-org-uk-6614797.jpg,https://commons.wikimedia.org/wiki/File:Scremerston_Level_Crossing_-_geograph.org.uk_-_6614797.jpg,Walter Baxter,CC BY-SA 2.0
crossing_gate,crossing_gate_shelton-canal-street-crossing-083.jpg,https://commons.wikimedia.org/wiki/File:Shelton_Canal_Street_crossing_083.JPG,Pedro Xing,CC0
crossing_gate,crossing_gate_sign-at-private-crossing-20683071954.jpg,https://commons.wikimedia.org/wiki/File:Sign_at_private_crossing_(20683071954).jpg,Oregon Department of Transportation,CC BY 2.0
crossing_gate,crossing_gate_steese-highway-southbound-at-trainor-gate-road-and-alaska-ra.jpg,https://commons.wikimedia.org/wiki/File:Steese_Highway_southbound_at_Trainor_Gate_Road_and_Alaska_Railroad_crossing.jpg,halah1.geo,CC BY-SA 2.0
crossing_gate,crossing_gate_t-ri-railroad-crossing-estonia.jpg,"https://commons.wikimedia.org/wiki/File:T%C3%BCri,_Railroad_Crossing,_Estonia.jpg",User:Estonia94,CC BY-SA 4.0
crossing_gate,crossing_gate_taunusstein-hahn-b-wiesbadener-stra-e-abgebaute-schranke.jpg,"https://commons.wikimedia.org/wiki/File:Taunusstein-Hahn,_B%C3%9C_Wiesbadener_Stra%C3%9Fe_-_abgebaute_Schranke.jpg",ManuelB701,CC0
crossing_gate,crossing_gate_the-level-crossing-at-brimsdown-station-geograph-org-uk-5460.jpg,https://commons.wikimedia.org/wiki/File:The_level_crossing_at_Brimsdown_station_-_geograph.org.uk_-_5460108.jpg,Marathon,CC BY-SA 2.0
crossing_gate,crossing_gate_waiting-at-ferryside-railway-station-level-crossing-geograph.jpg,https://commons.wikimedia.org/wiki/File:Waiting_at_Ferryside_railway_station_level_crossing_-_geograph.org.uk_-_4567115.jpg,Jaggery,CC BY-SA 2.0
crossing_gate,crossing_gate_waiting-at-the-level-crossing-at-wool-railway-station-geogra.jpg,https://commons.wikimedia.org/wiki/File:Waiting_at_the_level_crossing_at_Wool_railway_station_-_geograph.org.uk_-_5916607.jpg,Rob Purvis,CC BY-SA 2.0
crossing_gate,crossing_gate_whissendine-station-level-crossing-sunday-closure-geograph-o.jpg,https://commons.wikimedia.org/wiki/File:Whissendine_Station_level_crossing_Sunday_closure_-_geograph.org.uk_-_4931425.jpg,Andrew Tatlow,CC BY-SA 2.0
overhead_wire,overhead_wire_img-2c23cc3aeb.jpg,https://commons.wikimedia.org/wiki/File:%E8%87%BA%E9%90%B5%E5%B1%B1%E4%BD%B3%E9%9A%A7%E9%81%93.jpg,寺人孟子,CC BY-SA 4.0
overhead_wire,overhead_wire_2019-at-alloa-station-trains-stop-here.jpg,https://commons.wikimedia.org/wiki/File:2019_at_Alloa_station_-_trains_stop_here.JPG,Geof Sheppard,CC BY-SA 4.0
overhead_wire,overhead_wire_20200124-st-eligius-v-lklingen-04.jpg,https://commons.wikimedia.org/wiki/File:20200124_St._Eligius_V%C3%B6lklingen_04.jpg,Flocci Nivis,CC BY 4.0
overhead_wire,overhead_wire_alter-fahrleitungsmast-am-haltepunkt-leipzig-anger-crottendo.jpg,https://commons.wikimedia.org/wiki/File:Alter_Fahrleitungsmast_am_Haltepunkt_Leipzig-Anger-Crottendorf.jpg,August Geyler,CC BY-SA 4.0
overhead_wire,overhead_wire_amtrak-constant-tension-catenary-gantry-and-weights-near-rea.jpg,https://commons.wikimedia.org/wiki/File:Amtrak_constant_tension_catenary_gantry_and_weights_near_Readville_September_2025.jpg,4300streetcar,CC BY 4.0
overhead_wire,overhead_wire_catenary-masts-with-very-long-50kv-insulators-of-sishen-sald.jpg,https://commons.wikimedia.org/wiki/File:Catenary_masts_with_very_long_50kV_insulators_of_Sishen-Saldanha_line.jpg,Skatebiker,CC BY-SA 3.0
overhead_wire,overhead_wire_construction-works-at-tornio-railway-station-20241012-003.jpg,https://commons.wikimedia.org/wiki/File:Construction_works_at_Tornio_railway_station_20241012_003.jpg,Mikko J. Putkonen (Methem),CC BY 4.0
overhead_wire,overhead_wire_contrapesos-catenaria.jpg,https://commons.wikimedia.org/wiki/File:Contrapesos_Catenaria.jpg,Rubén Jiménez Zapata,CC BY-SA 3.0
overhead_wire,overhead_wire_contrappesatura-a-molle-catenaria.jpg,https://commons.wikimedia.org/wiki/File:Contrappesatura_a_molle_catenaria.jpg,Al*from*Lig,CC BY-SA 4.0
overhead_wire,overhead_wire_didcot-gwr-800013-at-the-end-of-the-wire.jpg,https://commons.wikimedia.org/wiki/File:Didcot_-_GWR_800013_at_the_end_of_the_wire.JPG,Geof Sheppard,CC BY-SA 4.0
overhead_wire,overhead_wire_echigo-tokimeki-railway-deadsection-20190810.jpg,https://commons.wikimedia.org/wiki/File:Echigo-tokimeki-railway-deadsection_20190810.jpg,E3uematsu,CC BY-SA 4.0
overhead_wire,overhead_wire_echova-tvr-trolejov-nap-n-k.jpg,"https://commons.wikimedia.org/wiki/File:%C4%8Cechova_%C4%8Dtvr%C5%A5,_trolejov%C3%BD_nap%C3%ADn%C3%A1k_.jpg",cs:ŠJů,CC BY-SA 3.0
overhead_wire,overhead_wire_gewichtsspannvorrichtung-dr.jpg,https://commons.wikimedia.org/wiki/File:Gewichtsspannvorrichtung_DR.jpg,RsVe,CC BY 3.0
overhead_wire,overhead_wire_hallstadt-bahnhof-abs-n-rnberg-ebensfeld-20200417-rm-155300.jpg,https://commons.wikimedia.org/wiki/File:Hallstadt_Bahnhof_ABS_N%C3%BCrnberg-Ebensfeld-20200417-RM-155300.jpg,Ermell,CC BY-SA 4.0
overhead_wire,overhead_wire_haltepunkt-leipzig-anger-crottendorf-neu-er-ffneter-mittelba.jpg,https://commons.wikimedia.org/wiki/File:Haltepunkt_Leipzig_Anger-Crottendorf_%E2%80%93_neu_er%C3%B6ffneter_Mittelbahnsteig_am_westlichen_Gleis_(Detail).jpg,August Geyler,CC BY-SA 4.0
overhead_wire,overhead_wire_i12-313-markkleeberg-posten-1.jpg,"https://commons.wikimedia.org/wiki/File:I12_313_Markkleeberg,_Posten_1.jpg",Falk2,CC BY-SA 4.0
overhead_wire,overhead_wire_j23-974-markkleeberg-posten-1-dienstgeb-ude.jpg,"https://commons.wikimedia.org/wiki/File:J23_974_Markkleeberg_Posten_1,_Dienstgeb%C3%A4ude.jpg",Falk2,CC BY-SA 4.0
overhead_wire,overhead_wire_j23-979-posten-1-systemtrennstelle.jpg,"https://commons.wikimedia.org/wiki/File:J23_979_Posten_1,_Systemtrennstelle.jpg",Falk2,CC BY-SA 4.0
overhead_wire,overhead_wire_j31-803-systemwechsel-w-rth-seite-15kv.jpg,"https://commons.wikimedia.org/wiki/File:J31_803_Systemwechsel_W%C3%B6rth,_Seite_15kV.jpg",Falk2,CC BY-SA 3.0 de
overhead_wire,overhead_wire_j31-805-systemwechsel-w-rth-seite-750v.jpg,"https://commons.wikimedia.org/wiki/File:J31_805_Systemwechsel_W%C3%B6rth,_Seite_750V.jpg",Falk2,CC BY-SA 3.0 de
overhead_wire,overhead_wire_j40-925-bf-chemnitz-hbf-systemtrennstelle.jpg,"https://commons.wikimedia.org/wiki/File:J40_925_Bf_Chemnitz_Hbf,_Systemtrennstelle.jpg",Falk2,CC BY-SA 4.0
overhead_wire,overhead_wire_j40-926-bf-chemnitz-hbf-systemtrennstelle.jpg,"https://commons.wikimedia.org/wiki/File:J40_926_Bf_Chemnitz_Hbf,_Systemtrennstelle.jpg",Falk2,CC BY-SA 4.0
overhead_wire,overhead_wire_j41-014-bw-le-hbf-west-fahrleitungsspinne.jpg,"https://commons.wikimedia.org/wiki/File:J41_014_Bw_Le_Hbf_West,_Fahrleitungsspinne.jpg",Falk2,CC BY-SA 4.0
overhead_wire,overhead_wire_j41-191-bf-mockrehna-ausfsig-b3-b1-b2.jpg,"https://commons.wikimedia.org/wiki/File:J41_191_Bf_Mockrehna,_Ausfsig_B3,_B1,_B2.jpg",Falk2,CC BY-SA 4.0
overhead_wire,overhead_wire_j41-621-bf-erfurt-hbf-411-xxx.jpg,"https://commons.wikimedia.org/wiki/File:J41_621_Bf_Erfurt_Hbf,_411_xxx.jpg",Falk2,CC BY-SA 4.0
overhead_wire,overhead_wire_k-reledningsmast-med-kontrav-gt.jpg,https://commons.wikimedia.org/wiki/File:K%C3%B8reledningsmast_med_kontrav%C3%A6gt.jpg,Leif Jørgensen,CC BY-SA 4.0
overhead_wire,overhead_wire_l01-693-bf-delitzsch-unt-bf-verk-rzte-schutzstrecke.jpg,"https://commons.wikimedia.org/wiki/File:L01_693_Bf_Delitzsch_unt_Bf,_verk%C3%BCrzte_Schutzstrecke.jpg",Falk2,CC BY-SA 4.0
overhead_wire,overhead_wire_l01-694-bf-delitzsch-unt-bf-verk-rzte-schutzstrecke.jpg,"https://commons.wikimedia.org/wiki/File:L01_694_Bf_Delitzsch_unt_Bf,_verk%C3%BCrzte_Schutzstrecke.jpg",Falk2,CC BY-SA 4.0
overhead_wire,overhead_wire_l06-622-piazza-di-porta-maggiore-fahrleitungskreuzung.jpg,"https://commons.wikimedia.org/wiki/File:L06_622_Piazza_di_Porta_Maggiore,_Fahrleitungskreuzung.jpg",Falk2,CC BY-SA 4.0
overhead_wire,overhead_wire_lichfield-city-station-live-wires-overhead-6662789445.jpg,https://commons.wikimedia.org/wiki/File:Lichfield_City_Station_-_live_wires_overhead_(6662789445).jpg,"Elliott Brown from Birmingham, United Kingdom",CC BY 2.0
overhead_wire,overhead_wire_lichfield-city-station-live-wires-overhead-6662800291.jpg,https://commons.wikimedia.org/wiki/File:Lichfield_City_Station_-_live_wires_overhead_(6662800291).jpg,"Elliott Brown from Birmingham, United Kingdom",CC BY 2.0
overhead_wire,overhead_wire_light-rail-overhead-catenary-wires.jpg,https://commons.wikimedia.org/wiki/File:Light_rail_overhead_catenary_wires.jpg,Rsparks3,CC0
overhead_wire,overhead_wire_neues-richtungsgleis-zwischen-hp-anger-crottendorf-und-bf-le.jpg,https://commons.wikimedia.org/wiki/File:Neues_Richtungsgleis_zwischen_Hp_Anger-Crottendorf_und_Bf_Leipzig-St%C3%B6tteritz.jpg,August Geyler,CC BY-SA 4.0
overhead_wire,overhead_wire_oberleitung-radspanner-img10010.jpg,https://commons.wikimedia.org/wiki/File:Oberleitung_Radspanner_IMG10010.jpg,Smial at German Wikipedia,CC BY-SA 2.0 de
overhead_wire,overhead_wire_overhead-wires-east-coast-main-line-geograph-org-uk-4405320.jpg,"https://commons.wikimedia.org/wiki/File:Overhead_wires,_East_Coast_Main_Line_-_geograph.org.uk_-_4405320.jpg",Richard Webb,CC BY-SA 2.0
overhead_wire,overhead_wire_panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E8%87%AA%E5%BC%B7%E8%99%9F%E5%8D%97%E4%B8%8B_-_panoramio.jpg,338km,CC BY 3.0
overhead_wire,overhead_wire_pn-gare-beaucroissant.jpg,https://commons.wikimedia.org/wiki/File:Pn-gare-beaucroissant.jpg,Remontees,CC BY-SA 4.0
overhead_wire,overhead_wire_praterstern-wien-vorplatz-5.jpg,https://commons.wikimedia.org/wiki/File:Praterstern_Wien_-_Vorplatz--5.jpg,Hubertl,CC BY-SA 4.0
overhead_wire,overhead_wire_santa-clara-station.jpg,https://commons.wikimedia.org/wiki/File:Santa_Clara_station.jpg,Mliu92,CC BY-SA 3.0
overhead_wire,overhead_wire_sezionatore-a-corna-trenitalia-fs.jpg,https://commons.wikimedia.org/wiki/File:Sezionatore_%22a_corna%22_Trenitalia_FS.jpg,Al*from*Lig,CC BY-SA 4.0
overhead_wire,overhead_wire_spannungswechsel-st-leonardsbr-cke.jpg,https://commons.wikimedia.org/wiki/File:Spannungswechsel_St._Leonardsbr%C3%BCcke.jpg,Plutowiki,CC0
overhead_wire,overhead_wire_st-margrethen-catenary-8581207070.jpg,https://commons.wikimedia.org/wiki/File:St._Margrethen_-_Catenary_(8581207070).jpg,Kecko,CC BY 2.0
overhead_wire,overhead_wire_stellwerk-am-bahnhof-lebach-01.jpg,https://commons.wikimedia.org/wiki/File:Stellwerk_Am_Bahnhof_Lebach_01.jpg,Flocci Nivis,CC BY 4.0
overhead_wire,overhead_wire_szakaszszigetelok.jpg,https://commons.wikimedia.org/wiki/File:Szakaszszigetelok.JPG,Szerkesztő:Joliet Jake,Public domain
overhead_wire,overhead_wire_tornio-railway-station-20241109-001.jpg,https://commons.wikimedia.org/wiki/File:Tornio_railway_station_20241109_001.jpg,Mikko J. Putkonen (Methem),CC BY 4.0
overhead_wire,overhead_wire_tornio-railway-station-20241109-003.jpg,https://commons.wikimedia.org/wiki/File:Tornio_railway_station_20241109_003.jpg,Mikko J. Putkonen (Methem),CC BY 4.0
overhead_wire,overhead_wire_tornio-railway-station-20241109-004.jpg,https://commons.wikimedia.org/wiki/File:Tornio_railway_station_20241109_004.jpg,Mikko J. Putkonen (Methem),CC BY 4.0
overhead_wire,overhead_wire_tornio-railway-station-20241109-005.jpg,https://commons.wikimedia.org/wiki/File:Tornio_railway_station_20241109_005.jpg,Mikko J. Putkonen (Methem),CC BY 4.0
overhead_wire,overhead_wire_tornio-railway-station-20241109-006.jpg,https://commons.wikimedia.org/wiki/File:Tornio_railway_station_20241109_006.jpg,Mikko J. Putkonen (Methem),CC BY 4.0
overhead_wire,overhead_wire_transnet-catenary-wire-maintenance-wagon-17818792548.jpg,https://commons.wikimedia.org/wiki/File:Transnet_catenary_wire_maintenance_wagon._(17818792548).jpg,"Bob Adams from Amanzimtoti, South Africa",CC BY-SA 2.0
overhead_wire,overhead_wire_uhlerborn-oberleitungsmast-28-7-mit-spanngewicht-und-kragarm.jpg,https://commons.wikimedia.org/wiki/File:Uhlerborn_-_Oberleitungsmast_28_7_mit_Spanngewicht_und_Kragarm.jpg,ManuelB701,CC0
platform,platform_a-view-of-howrah-railway-station-from-platform-23.jpg,https://commons.wikimedia.org/wiki/File:A_view_of_Howrah_Railway_Station_from_Platform_23.jpg,Ravi Dwivedi,CC BY-SA 4.0
platform,platform_aizu-railway-minami-wakamatsu-station-platform-20110515.jpg,https://commons.wikimedia.org/wiki/File:Aizu-railway-Minami-wakamatsu-station-platform-20110515.jpg,LERK,CC BY 3.0
platform,platform_bykovo-railway-station-platform-2-west.jpg,https://commons.wikimedia.org/wiki/File:Bykovo_railway_station_-_Platform_2_West.jpg,Voltmetro,CC BY 4.0
platform,platform_canopy-over-platform-1-newport-railway-station-geograph-org-.jpg,"https://commons.wikimedia.org/wiki/File:Canopy_over_platform_1,_Newport_railway_station_-_geograph.org.uk_-_6226211.jpg",Jaggery,CC BY-SA 2.0
platform,platform_chhatarpur-madhya-pradesh-railway-station-platform-2.jpg,"https://commons.wikimedia.org/wiki/File:Chhatarpur,_Madhya_Pradesh_Railway_station_platform_2.jpg",Suyash Dwivedi,CC BY-SA 4.0
platform,platform_chhatarpur-madhya-pradesh-railway-station-platform-3.jpg,"https://commons.wikimedia.org/wiki/File:Chhatarpur,_Madhya_Pradesh_Railway_station_platform_3.jpg",Suyash Dwivedi,CC BY-SA 4.0
platform,platform_chhatarpur-madhya-pradesh-railway-station-platform-4.jpg,"https://commons.wikimedia.org/wiki/File:Chhatarpur,_Madhya_Pradesh_Railway_station_platform_4.jpg",Suyash Dwivedi,CC BY-SA 4.0
